season,home_team,away_team,home_off_rtg,home_def_rtg,away_off_rtg,away_def_rtg,home_pace,away_pace,home_wins
2018-19,SAS,DEN,110.7,113.1,113.3,111.1,93.14,93.68,0
2018-19,UTA,HOU,99.2,108.5,110.5,107.4,98.6,97.26,0
2018-19,DET,MIL,96.8,120.5,110.7,101.9,101.13,100.57,0
2018-19,LAC,GSW,111.5,120.5,114.6,111.5,103.08,98.57,0
2018-19,ORL,TOR,95.8,111.5,109.8,104.2,95.7,96.25,0
2018-19,IND,BOS,95.8,103.9,101.4,103.0,95.63,100.61,0
2018-19,OKC,POR,104.4,109.9,109.5,110.6,100.9,97.15,0
2018-19,UTA,HOU,99.2,108.5,110.5,107.4,98.6,97.26,1
2018-19,DET,MIL,96.8,120.5,110.7,101.9,101.13,100.57,0
2018-19,DEN,SAS,113.3,111.1,110.7,113.1,93.68,93.14,1
2018-19,PHI,BKN,109.1,106.0,105.7,115.9,99.63,105.5,1
2018-19,POR,OKC,109.5,110.6,104.4,109.9,97.15,100.9,1
2018-19,TOR,ORL,109.8,104.2,95.8,111.5,96.25,95.7,1
2018-19,GSW,LAC,114.6,111.5,111.5,120.5,98.57,103.08,0
2018-19,HOU,UTA,110.5,107.4,99.2,108.5,97.26,98.6,1
2018-19,SAS,DEN,110.7,113.1,113.3,111.1,93.14,93.68,1
2018-19,LAC,GSW,111.5,120.5,114.6,111.5,103.08,98.57,0
2018-19,DEN,SAS,113.3,111.1,110.7,113.1,93.68,93.14,1
2018-19,TOR,PHI,109.8,104.2,109.1,106.0,96.25,99.63,1
2018-19,GSW,HOU,114.6,111.5,110.5,107.4,98.57,97.26,1
2018-19,MIL,BOS,110.7,101.9,101.4,103.0,100.57,100.61,0
2018-19,DEN,POR,113.3,111.1,109.5,110.6,93.68,97.15,1
2018-19,TOR,PHI,109.8,104.2,109.1,106.0,96.25,99.63,0
2018-19,GSW,HOU,114.6,111.5,110.5,107.4,98.57,97.26,1
2018-19,MIL,BOS,110.7,101.9,101.4,103.0,100.57,100.61,1
2018-19,DEN,POR,113.3,111.1,109.5,110.6,93.68,97.15,0
2018-19,PHI,TOR,109.1,106.0,109.8,104.2,99.63,96.25,1
2018-19,BOS,MIL,101.4,103.0,110.7,101.9,100.61,100.57,0
2018-19,POR,DEN,109.5,110.6,113.3,111.1,97.15,93.68,1
2018-19,HOU,GSW,110.5,107.4,114.6,111.5,97.26,98.57,1
2018-19,PHI,TOR,109.1,106.0,109.8,104.2,99.63,96.25,0
2018-19,POR,DEN,109.5,110.6,113.3,111.1,97.15,93.68,0
2018-19,BOS,MIL,101.4,103.0,110.7,101.9,100.61,100.57,0
2018-19,HOU,GSW,110.5,107.4,114.6,111.5,97.26,98.57,1
2018-19,DEN,POR,113.3,111.1,109.5,110.6,93.68,97.15,1
2018-19,TOR,PHI,109.8,104.2,109.1,106.0,96.25,99.63,1
2018-19,GSW,HOU,114.6,111.5,110.5,107.4,98.57,97.26,1
2018-19,MIL,BOS,110.7,101.9,101.4,103.0,100.57,100.61,1
2018-19,PHI,TOR,109.1,106.0,109.8,104.2,99.63,96.25,1
2018-19,POR,DEN,109.5,110.6,113.3,111.1,97.15,93.68,1
2018-19,HOU,GSW,110.5,107.4,114.6,111.5,97.26,98.57,0
2018-19,DEN,POR,113.3,111.1,109.5,110.6,93.68,97.15,0
2018-19,TOR,PHI,109.8,104.2,109.1,106.0,96.25,99.63,1
2018-19,GSW,POR,114.6,111.5,109.5,110.6,98.57,97.15,1
2018-19,MIL,TOR,110.7,101.9,109.8,104.2,100.57,96.25,1
2018-19,GSW,POR,114.6,111.5,109.5,110.6,98.57,97.15,1
2018-19,MIL,TOR,110.7,101.9,109.8,104.2,100.57,96.25,1
2018-19,POR,GSW,109.5,110.6,114.6,111.5,97.15,98.57,0
2018-19,TOR,MIL,109.8,104.2,110.7,101.9,96.25,100.57,1
2018-19,POR,GSW,109.5,110.6,114.6,111.5,97.15,98.57,0
2018-19,TOR,MIL,109.8,104.2,110.7,101.9,96.25,100.57,1
2018-19,MIL,TOR,110.7,101.9,109.8,104.2,100.57,96.25,0
2018-19,TOR,MIL,109.8,104.2,110.7,101.9,96.25,100.57,1
2018-19,TOR,GSW,109.8,104.2,114.6,111.5,96.25,98.57,1
2018-19,TOR,GSW,109.8,104.2,114.6,111.5,96.25,98.57,0
2018-19,GSW,TOR,114.6,111.5,109.8,104.2,98.57,96.25,0
2018-19,GSW,TOR,114.6,111.5,109.8,104.2,98.57,96.25,0
2018-19,TOR,GSW,109.8,104.2,114.6,111.5,96.25,98.57,0
2018-19,GSW,TOR,114.6,111.5,109.8,104.2,98.57,96.25,0
2019-20,BOS,PHI,111.6,106.3,105.0,117.2,96.32,95.75,1
2019-20,DEN,UTA,112.6,115.0,120.3,116.8,94.87,92.83,1
2019-20,LAC,DAL,114.4,110.1,112.1,121.4,98.9,102.55,1
2019-20,TOR,BKN,108.7,104.9,102.4,122.9,98.63,103.0,1
2019-20,HOU,OKC,107.7,106.8,101.7,108.3,99.18,100.65,1
2019-20,LAL,POR,115.6,108.7,104.1,114.5,97.52,102.4,0
2019-20,MIL,ORL,109.1,107.3,101.9,111.5,101.05,104.6,0
2019-20,IND,MIA,103.9,112.7,112.7,110.8,97.88,96.57,0
2019-20,BOS,PHI,111.6,106.3,105.0,117.2,96.32,95.75,1
2019-20,DEN,UTA,112.6,115.0,120.3,116.8,94.87,92.83,0
2019-20,LAC,DAL,114.4,110.1,112.1,121.4,98.9,102.55,0
2019-20,TOR,BKN,108.7,104.9,102.4,122.9,98.63,103.0,1
2019-20,HOU,OKC,107.7,106.8,101.7,108.3,99.18,100.65,1
2019-20,LAL,POR,115.6,108.7,104.1,114.5,97.52,102.4,1
2019-20,MIL,ORL,109.1,107.3,101.9,111.5,101.05,104.6,1
2019-20,IND,MIA,103.9,112.7,112.7,110.8,97.88,96.57,0
2019-20,DAL,LAC,112.1,121.4,114.4,110.1,102.55,98.9,0
2019-20,BKN,TOR,102.4,122.9,108.7,104.9,103.0,98.63,0
2019-20,PHI,BOS,105.0,117.2,111.6,106.3,95.75,96.32,0
2019-20,UTA,DEN,120.3,116.8,112.6,115.0,92.83,94.87,1
2019-20,MIA,IND,112.7,110.8,103.9,112.7,96.57,97.88,1
2019-20,ORL,MIL,101.9,111.5,109.1,107.3,104.6,101.05,0
2019-20,POR,LAL,104.1,114.5,115.6,108.7,102.4,97.52,0
2019-20,OKC,HOU,101.7,108.3,107.7,106.8,100.65,99.18,1
2019-20,DAL,LAC,112.1,121.4,114.4,110.1,102.55,98.9,1
2019-20,BKN,TOR,102.4,122.9,108.7,104.9,103.0,98.63,0
2019-20,PHI,BOS,105.0,117.2,111.6,106.3,95.75,96.32,0
2019-20,UTA,DEN,120.3,116.8,112.6,115.0,92.83,94.87,1
2019-20,MIA,IND,112.7,110.8,103.9,112.7,96.57,97.88,1
2019-20,ORL,MIL,101.9,111.5,109.1,107.3,104.6,101.05,0
2019-20,POR,LAL,104.1,114.5,115.6,108.7,102.4,97.52,0
2019-20,OKC,HOU,101.7,108.3,107.7,106.8,100.65,99.18,1
2019-20,DEN,UTA,112.6,115.0,120.3,116.8,94.87,92.83,1
2019-20,LAC,DAL,114.4,110.1,112.1,121.4,98.9,102.55,1
2019-20,HOU,OKC,107.7,106.8,101.7,108.3,99.18,100.65,1
2019-20,LAL,POR,115.6,108.7,104.1,114.5,97.52,102.4,1
2019-20,MIL,ORL,109.1,107.3,101.9,111.5,101.05,104.6,1
2019-20,DAL,LAC,112.1,121.4,114.4,110.1,102.55,98.9,0
2019-20,TOR,BOS,108.7,104.9,111.6,106.3,98.63,96.32,0
2019-20,UTA,DEN,120.3,116.8,112.6,115.0,92.83,94.87,0
2019-20,MIL,MIA,109.1,107.3,112.7,110.8,101.05,96.57,0
2019-20,OKC,HOU,101.7,108.3,107.7,106.8,100.65,99.18,1
2019-20,DEN,UTA,112.6,115.0,120.3,116.8,94.87,92.83,1
2019-20,TOR,BOS,108.7,104.9,111.6,106.3,98.63,96.32,0
2019-20,HOU,OKC,107.7,106.8,101.7,108.3,99.18,100.65,1
2019-20,MIL,MIA,109.1,107.3,112.7,110.8,101.05,96.57,0
2019-20,BOS,TOR,111.6,106.3,108.7,104.9,96.32,98.63,0
2019-20,LAC,DEN,114.4,110.1,112.6,115.0,98.9,94.87,1
2019-20,LAL,HOU,115.6,108.7,107.7,106.8,97.52,99.18,0
2019-20,MIA,MIL,112.7,110.8,109.1,107.3,96.57,101.05,1
2019-20,BOS,TOR,111.6,106.3,108.7,104.9,96.32,98.63,0
2019-20,LAC,DEN,114.4,110.1,112.6,115.0,98.9,94.87,0
2019-20,LAL,HOU,115.6,108.7,107.7,106.8,97.52,99.18,1
2019-20,MIA,MIL,112.7,110.8,109.1,107.3,96.57,101.05,0
2019-20,DEN,LAC,112.6,115.0,114.4,110.1,94.87,98.9,0
2019-20,TOR,BOS,108.7,104.9,111.6,106.3,98.63,96.32,0
2019-20,HOU,LAL,107.7,106.8,115.6,108.7,99.18,97.52,0
2019-20,MIL,MIA,109.1,107.3,112.7,110.8,101.05,96.57,0
2019-20,BOS,TOR,111.6,106.3,108.7,104.9,96.32,98.63,0
2019-20,DEN,LAC,112.6,115.0,114.4,110.1,94.87,98.9,0
2019-20,HOU,LAL,107.7,106.8,115.6,108.7,99.18,97.52,0
2019-20,LAC,DEN,114.4,110.1,112.6,115.0,98.9,94.87,0
2019-20,TOR,BOS,108.7,104.9,111.6,106.3,98.63,96.32,0
2019-20,LAL,HOU,115.6,108.7,107.7,106.8,97.52,99.18,1
2019-20,DEN,LAC,112.6,115.0,114.4,110.1,94.87,98.9,1
2019-20,BOS,MIA,111.6,106.3,112.7,110.8,96.32,96.57,0
2019-20,LAC,DEN,114.4,110.1,112.6,115.0,98.9,94.87,0
2019-20,BOS,MIA,111.6,106.3,112.7,110.8,96.32,96.57,0
2019-20,LAL,DEN,115.6,108.7,112.6,115.0,97.52,94.87,1
2019-20,MIA,BOS,112.7,110.8,111.6,106.3,96.57,96.32,0
2019-20,LAL,DEN,115.6,108.7,112.6,115.0,97.52,94.87,1
2019-20,DEN,LAL,112.6,115.0,115.6,108.7,94.87,97.52,1
2019-20,MIA,BOS,112.7,110.8,111.6,106.3,96.57,96.32,1
2019-20,DEN,LAL,112.6,115.0,115.6,108.7,94.87,97.52,0
2019-20,BOS,MIA,111.6,106.3,112.7,110.8,96.32,96.57,1
2019-20,LAL,DEN,115.6,108.7,112.6,115.0,97.52,94.87,1
2019-20,MIA,BOS,112.7,110.8,111.6,106.3,96.57,96.32,1
2019-20,LAL,MIA,115.6,108.7,112.7,110.8,97.52,96.57,1
2019-20,LAL,MIA,115.6,108.7,112.7,110.8,97.52,96.57,1
2019-20,MIA,LAL,112.7,110.8,115.6,108.7,96.57,97.52,1
2019-20,MIA,LAL,112.7,110.8,115.6,108.7,96.57,97.52,0
2019-20,LAL,MIA,115.6,108.7,112.7,110.8,97.52,96.57,0
2019-20,MIA,LAL,112.7,110.8,115.6,108.7,96.57,97.52,0
2020-21,DEN,POR,116.8,122.1,122.1,122.9,96.39,94.79,0
2020-21,LAC,DAL,119.2,114.5,114.2,119.7,93.76,92.86,0
2020-21,MIL,MIA,112.2,106.8,95.4,115.0,97.51,100.26,1
2020-21,BKN,BOS,115.9,109.3,115.9,128.0,96.29,96.6,1
2020-21,NYK,ATL,102.1,109.7,108.8,110.5,94.9,97.61,0
2020-21,PHI,WAS,115.6,107.5,107.0,121.1,100.88,102.6,1
2020-21,PHX,LAL,113.2,109.0,102.6,109.3,96.09,95.08,1
2020-21,UTA,MEM,120.1,121.7,115.0,123.4,97.05,100.0,0
2020-21,DEN,POR,116.8,122.1,122.1,122.9,96.39,94.79,1
2020-21,MIL,MIA,112.2,106.8,95.4,115.0,97.51,100.26,1
2020-21,LAC,DAL,119.2,114.5,114.2,119.7,93.76,92.86,0
2020-21,BKN,BOS,115.9,109.3,115.9,128.0,96.29,96.6,1
2020-21,PHX,LAL,113.2,109.0,102.6,109.3,96.09,95.08,0
2020-21,NYK,ATL,102.1,109.7,108.8,110.5,94.9,97.61,1
2020-21,PHI,WAS,115.6,107.5,107.0,121.1,100.88,102.6,1
2020-21,UTA,MEM,120.1,121.7,115.0,123.4,97.05,100.0,1
2020-21,LAL,PHX,102.6,109.3,113.2,109.0,95.08,96.09,1
2020-21,MIA,MIL,95.4,115.0,112.2,106.8,100.26,97.51,0
2020-21,POR,DEN,122.1,122.9,116.8,122.1,94.79,96.39,0
2020-21,ATL,NYK,108.8,110.5,102.1,109.7,97.61,94.9,1
2020-21,BOS,BKN,115.9,128.0,115.9,109.3,96.6,96.29,1
2020-21,DAL,LAC,114.2,119.7,119.2,114.5,92.86,93.76,0
2020-21,MIA,MIL,95.4,115.0,112.2,106.8,100.26,97.51,0
2020-21,POR,DEN,122.1,122.9,116.8,122.1,94.79,96.39,1
2020-21,MEM,UTA,115.0,123.4,120.1,121.7,100.0,97.05,0
2020-21,WAS,PHI,107.0,121.1,115.6,107.5,102.6,100.88,0
2020-21,ATL,NYK,108.8,110.5,102.1,109.7,97.61,94.9,1
2020-21,BOS,BKN,115.9,128.0,115.9,109.3,96.6,96.29,0
2020-21,DAL,LAC,114.2,119.7,119.2,114.5,92.86,93.76,0
2020-21,LAL,PHX,102.6,109.3,113.2,109.0,95.08,96.09,0
2020-21,MEM,UTA,115.0,123.4,120.1,121.7,100.0,97.05,0
2020-21,WAS,PHI,107.0,121.1,115.6,107.5,102.6,100.88,1
2020-21,DEN,POR,116.8,122.1,122.1,122.9,96.39,94.79,1
2020-21,BKN,BOS,115.9,109.3,115.9,128.0,96.29,96.6,1
2020-21,PHX,LAL,113.2,109.0,102.6,109.3,96.09,95.08,1
2020-21,LAC,DAL,119.2,114.5,114.2,119.7,93.76,92.86,0
2020-21,NYK,ATL,102.1,109.7,108.8,110.5,94.9,97.61,0
2020-21,PHI,WAS,115.6,107.5,107.0,121.1,100.88,102.6,1
2020-21,UTA,MEM,120.1,121.7,115.0,123.4,97.05,100.0,1
2020-21,LAL,PHX,102.6,109.3,113.2,109.0,95.08,96.09,0
2020-21,POR,DEN,122.1,122.9,116.8,122.1,94.79,96.39,0
2020-21,DAL,LAC,114.2,119.7,119.2,114.5,92.86,93.76,0
2020-21,BKN,MIL,115.9,109.3,112.2,106.8,96.29,97.51,1
2020-21,LAC,DAL,119.2,114.5,114.2,119.7,93.76,92.86,1
2020-21,PHI,ATL,115.6,107.5,108.8,110.5,100.88,97.61,0
2020-21,BKN,MIL,115.9,109.3,112.2,106.8,96.29,97.51,1
2020-21,PHX,DEN,113.2,109.0,116.8,122.1,96.09,96.39,1
2020-21,PHI,ATL,115.6,107.5,108.8,110.5,100.88,97.61,1
2020-21,UTA,LAC,120.1,121.7,119.2,114.5,97.05,93.76,1
2020-21,PHX,DEN,113.2,109.0,116.8,122.1,96.09,96.39,1
2020-21,MIL,BKN,112.2,106.8,115.9,109.3,97.51,96.29,1
2020-21,UTA,LAC,120.1,121.7,119.2,114.5,97.05,93.76,1
2020-21,ATL,PHI,108.8,110.5,115.6,107.5,97.61,100.88,0
2020-21,DEN,PHX,116.8,122.1,113.2,109.0,96.39,96.09,0
2020-21,LAC,UTA,119.2,114.5,120.1,121.7,93.76,97.05,1
2020-21,DEN,PHX,116.8,122.1,113.2,109.0,96.39,96.09,0
2020-21,MIL,BKN,112.2,106.8,115.9,109.3,97.51,96.29,1
2020-21,ATL,PHI,108.8,110.5,115.6,107.5,97.61,100.88,1
2020-21,LAC,UTA,119.2,114.5,120.1,121.7,93.76,97.05,1
2020-21,BKN,MIL,115.9,109.3,112.2,106.8,96.29,97.51,1
2020-21,PHI,ATL,115.6,107.5,108.8,110.5,100.88,97.61,0
2020-21,UTA,LAC,120.1,121.7,119.2,114.5,97.05,93.76,0
2020-21,MIL,BKN,112.2,106.8,115.9,109.3,97.51,96.29,1
2020-21,ATL,PHI,108.8,110.5,115.6,107.5,97.61,100.88,0
2020-21,LAC,UTA,119.2,114.5,120.1,121.7,93.76,97.05,1
2020-21,BKN,MIL,115.9,109.3,112.2,106.8,96.29,97.51,0
2020-21,PHI,ATL,115.6,107.5,108.8,110.5,100.88,97.61,0
2020-21,PHX,LAC,113.2,109.0,119.2,114.5,96.09,93.76,1
2020-21,PHX,LAC,113.2,109.0,119.2,114.5,96.09,93.76,1
2020-21,MIL,ATL,112.2,106.8,108.8,110.5,97.51,97.61,0
2020-21,LAC,PHX,119.2,114.5,113.2,109.0,93.76,96.09,1
2020-21,MIL,ATL,112.2,106.8,108.8,110.5,97.51,97.61,1
2020-21,LAC,PHX,119.2,114.5,113.2,109.0,93.76,96.09,0
2020-21,ATL,MIL,108.8,110.5,112.2,106.8,97.61,97.51,0
2020-21,PHX,LAC,113.2,109.0,119.2,114.5,96.09,93.76,0
2020-21,ATL,MIL,108.8,110.5,112.2,106.8,97.61,97.51,1
2020-21,LAC,PHX,119.2,114.5,113.2,109.0,93.76,96.09,0
2020-21,MIL,ATL,112.2,106.8,108.8,110.5,97.51,97.61,1
2020-21,ATL,MIL,108.8,110.5,112.2,106.8,97.61,97.51,0
2020-21,PHX,MIL,113.2,109.0,112.2,106.8,96.09,97.51,1
2020-21,PHX,MIL,113.2,109.0,112.2,106.8,96.09,97.51,1
2020-21,MIL,PHX,112.2,106.8,113.2,109.0,97.51,96.09,1
2020-21,MIL,PHX,112.2,106.8,113.2,109.0,97.51,96.09,1
2020-21,PHX,MIL,113.2,109.0,112.2,106.8,96.09,97.51,0
2020-21,MIL,PHX,112.2,106.8,113.2,109.0,97.51,96.09,1
2021-22,DAL,UTA,113.9,113.3,108.4,114.8,93.31,91.25,0
2021-22,GSW,DEN,114.5,109.6,113.9,121.9,97.61,96.7,1
2021-22,PHI,TOR,112.3,111.3,109.6,119.5,92.53,92.15,1
2021-22,MEM,MIN,109.8,107.1,105.8,111.7,102.67,102.92,0
2021-22,BOS,BKN,110.3,106.3,115.0,119.2,95.79,95.0,1
2021-22,MIA,ATL,110.7,107.0,104.1,115.9,93.97,94.0,1
2021-22,MIL,CHI,103.4,102.7,94.4,108.3,99.0,101.1,1
2021-22,PHX,NOP,114.9,114.9,115.6,117.8,94.12,94.75,1
2021-22,DAL,UTA,113.9,113.3,108.4,114.8,93.31,91.25,1
2021-22,GSW,DEN,114.5,109.6,113.9,121.9,97.61,96.7,1
2021-22,PHI,TOR,112.3,111.3,109.6,119.5,92.53,92.15,1
2021-22,MIA,ATL,110.7,107.0,104.1,115.9,93.97,94.0,1
2021-22,PHX,NOP,114.9,114.9,115.6,117.8,94.12,94.75,0
2021-22,MEM,MIN,109.8,107.1,105.8,111.7,102.67,102.92,1
2021-22,BOS,BKN,110.3,106.3,115.0,119.2,95.79,95.0,1
2021-22,MIL,CHI,103.4,102.7,94.4,108.3,99.0,101.1,0
2021-22,TOR,PHI,109.6,119.5,112.3,111.3,92.15,92.53,0
2021-22,DEN,GSW,113.9,121.9,114.5,109.6,96.7,97.61,0
2021-22,MIN,MEM,105.8,111.7,109.8,107.1,102.92,102.67,0
2021-22,UTA,DAL,108.4,114.8,113.9,113.3,91.25,93.31,0
2021-22,ATL,MIA,104.1,115.9,110.7,107.0,94.0,93.97,1
2021-22,NOP,PHX,115.6,117.8,114.9,114.9,94.75,94.12,0
2021-22,CHI,MIL,94.4,108.3,103.4,102.7,101.1,99.0,0
2021-22,MIN,MEM,105.8,111.7,109.8,107.1,102.92,102.67,1
2021-22,BKN,BOS,115.0,119.2,110.3,106.3,95.0,95.79,0
2021-22,TOR,PHI,109.6,119.5,112.3,111.3,92.15,92.53,1
2021-22,UTA,DAL,108.4,114.8,113.9,113.3,91.25,93.31,1
2021-22,ATL,MIA,104.1,115.9,110.7,107.0,94.0,93.97,0
2021-22,NOP,PHX,115.6,117.8,114.9,114.9,94.75,94.12,1
2021-22,CHI,MIL,94.4,108.3,103.4,102.7,101.1,99.0,0
2021-22,DEN,GSW,113.9,121.9,114.5,109.6,96.7,97.61,1
2021-22,DAL,UTA,113.9,113.3,108.4,114.8,93.31,91.25,1
2021-22,BKN,BOS,115.0,119.2,110.3,106.3,95.0,95.79,0
2021-22,PHI,TOR,112.3,111.3,109.6,119.5,92.53,92.15,0
2021-22,MIA,ATL,110.7,107.0,104.1,115.9,93.97,94.0,1
2021-22,PHX,NOP,114.9,114.9,115.6,117.8,94.12,94.75,1
2021-22,MEM,MIN,109.8,107.1,105.8,111.7,102.67,102.92,1
2021-22,GSW,DEN,114.5,109.6,113.9,121.9,97.61,96.7,1
2021-22,MIL,CHI,103.4,102.7,94.4,108.3,99.0,101.1,1
2021-22,NOP,PHX,115.6,117.8,114.9,114.9,94.75,94.12,0
2021-22,TOR,PHI,109.6,119.5,112.3,111.3,92.15,92.53,0
2021-22,UTA,DAL,108.4,114.8,113.9,113.3,91.25,93.31,0
2021-22,MIN,MEM,105.8,111.7,109.8,107.1,102.92,102.67,0
2021-22,BOS,MIL,110.3,106.3,103.4,102.7,95.79,99.0,0
2021-22,MEM,GSW,109.8,107.1,114.5,109.6,102.67,97.61,0
2021-22,MIA,PHI,110.7,107.0,112.3,111.3,93.97,92.53,1
2021-22,PHX,DAL,114.9,114.9,113.9,113.3,94.12,93.31,1
2021-22,BOS,MIL,110.3,106.3,103.4,102.7,95.79,99.0,1
2021-22,MEM,GSW,109.8,107.1,114.5,109.6,102.67,97.61,1
2021-22,MIA,PHI,110.7,107.0,112.3,111.3,93.97,92.53,1
2021-22,PHX,DAL,114.9,114.9,113.9,113.3,94.12,93.31,1
2021-22,DAL,PHX,113.9,113.3,114.9,114.9,93.31,94.12,1
2021-22,PHI,MIA,112.3,111.3,110.7,107.0,92.53,93.97,1
2021-22,GSW,MEM,114.5,109.6,109.8,107.1,97.61,102.67,1
2021-22,MIL,BOS,103.4,102.7,110.3,106.3,99.0,95.79,1
2021-22,DAL,PHX,113.9,113.3,114.9,114.9,93.31,94.12,1
2021-22,PHI,MIA,112.3,111.3,110.7,107.0,92.53,93.97,1
2021-22,GSW,MEM,114.5,109.6,109.8,107.1,97.61,102.67,1
2021-22,MIL,BOS,103.4,102.7,110.3,106.3,99.0,95.79,0
2021-22,MIA,PHI,110.7,107.0,112.3,111.3,93.97,92.53,1
2021-22,PHX,DAL,114.9,114.9,113.9,113.3,94.12,93.31,1
2021-22,BOS,MIL,110.3,106.3,103.4,102.7,95.79,99.0,0
2021-22,MEM,GSW,109.8,107.1,114.5,109.6,102.67,97.61,1
2021-22,DAL,PHX,113.9,113.3,114.9,114.9,93.31,94.12,1
2021-22,PHI,MIA,112.3,111.3,110.7,107.0,92.53,93.97,0
2021-22,GSW,MEM,114.5,109.6,109.8,107.1,97.61,102.67,1
2021-22,MIL,BOS,103.4,102.7,110.3,106.3,99.0,95.79,0
2021-22,BOS,MIL,110.3,106.3,103.4,102.7,95.79,99.0,1
2021-22,PHX,DAL,114.9,114.9,113.9,113.3,94.12,93.31,0
2021-22,MIA,BOS,110.7,107.0,110.3,106.3,93.97,95.79,1
2021-22,GSW,DAL,114.5,109.6,113.9,113.3,97.61,93.31,1
2021-22,MIA,BOS,110.7,107.0,110.3,106.3,93.97,95.79,0
2021-22,GSW,DAL,114.5,109.6,113.9,113.3,97.61,93.31,1
2021-22,BOS,MIA,110.3,106.3,110.7,107.0,95.79,93.97,0
2021-22,DAL,GSW,113.9,113.3,114.5,109.6,93.31,97.61,0
2021-22,BOS,MIA,110.3,106.3,110.7,107.0,95.79,93.97,1
2021-22,DAL,GSW,113.9,113.3,114.5,109.6,93.31,97.61,1
2021-22,MIA,BOS,110.7,107.0,110.3,106.3,93.97,95.79,0
2021-22,GSW,DAL,114.5,109.6,113.9,113.3,97.61,93.31,1
2021-22,BOS,MIA,110.3,106.3,110.7,107.0,95.79,93.97,0
2021-22,MIA,BOS,110.7,107.0,110.3,106.3,93.97,95.79,0
2021-22,GSW,BOS,114.5,109.6,110.3,106.3,97.61,95.79,0
2021-22,GSW,BOS,114.5,109.6,110.3,106.3,97.61,95.79,1
2021-22,BOS,GSW,110.3,106.3,114.5,109.6,95.79,97.61,1
2021-22,BOS,GSW,110.3,106.3,114.5,109.6,95.79,97.61,0
2021-22,GSW,BOS,114.5,109.6,110.3,106.3,97.61,95.79,1
2021-22,BOS,GSW,110.3,106.3,114.5,109.6,95.79,97.61,0
2022-23,BOS,ATL,116.1,112.9,114.3,118.8,95.83,101.67,1
2022-23,CLE,NYK,101.9,107.3,107.7,107.8,92.6,92.73,0
2022-23,PHI,BKN,110.2,112.1,102.5,114.3,92.08,90.5,1
2022-23,SAC,GSW,109.3,111.6,110.9,111.1,103.93,101.92,1
2022-23,DEN,MIN,118.2,110.2,109.6,117.2,95.18,94.82,1
2022-23,MIL,MIA,114.2,119.0,113.8,111.9,101.98,94.87,0
2022-23,PHX,LAC,116.1,118.3,116.3,122.5,98.41,99.5,0
2022-23,MEM,LAL,102.8,110.0,112.7,110.3,100.18,99.04,0
2022-23,PHI,BKN,110.2,112.1,102.5,114.3,92.08,90.5,1
2022-23,SAC,GSW,109.3,111.6,110.9,111.1,103.93,101.92,1
2022-23,CLE,NYK,101.9,107.3,107.7,107.8,92.6,92.73,1
2022-23,PHX,LAC,116.1,118.3,116.3,122.5,98.41,99.5,1
2022-23,BOS,ATL,116.1,112.9,114.3,118.8,95.83,101.67,1
2022-23,MEM,LAL,102.8,110.0,112.7,110.3,100.18,99.04,1
2022-23,DEN,MIN,118.2,110.2,109.6,117.2,95.18,94.82,1
2022-23,MIL,MIA,114.2,119.0,113.8,111.9,101.98,94.87,1
2022-23,GSW,SAC,110.9,111.1,109.3,111.6,101.92,103.93,1
2022-23,LAC,PHX,116.3,122.5,116.1,118.3,99.5,98.41,0
2022-23,BKN,PHI,102.5,114.3,110.2,112.1,90.5,92.08,0
2022-23,ATL,BOS,114.3,118.8,116.1,112.9,101.67,95.83,1
2022-23,MIN,DEN,109.6,117.2,118.2,110.2,94.82,95.18,0
2022-23,NYK,CLE,107.7,107.8,101.9,107.3,92.73,92.6,1
2022-23,LAL,MEM,112.7,110.3,102.8,110.0,99.04,100.18,1
2022-23,MIA,MIL,113.8,111.9,114.2,119.0,94.87,101.98,1
2022-23,LAC,PHX,116.3,122.5,116.1,118.3,99.5,98.41,0
2022-23,BKN,PHI,102.5,114.3,110.2,112.1,90.5,92.08,0
2022-23,GSW,SAC,110.9,111.1,109.3,111.6,101.92,103.93,1
2022-23,MIN,DEN,109.6,117.2,118.2,110.2,94.82,95.18,1
2022-23,ATL,BOS,114.3,118.8,116.1,112.9,101.67,95.83,0
2022-23,NYK,CLE,107.7,107.8,101.9,107.3,92.73,92.6,1
2022-23,LAL,MEM,112.7,110.3,102.8,110.0,99.04,100.18,1
2022-23,MIA,MIL,113.8,111.9,114.2,119.0,94.87,101.98,1
2022-23,BOS,ATL,116.1,112.9,114.3,118.8,95.83,101.67,0
2022-23,DEN,MIN,118.2,110.2,109.6,117.2,95.18,94.82,1
2022-23,PHX,LAC,116.1,118.3,116.3,122.5,98.41,99.5,1
2022-23,CLE,NYK,101.9,107.3,107.7,107.8,92.6,92.73,0
2022-23,MIL,MIA,114.2,119.0,113.8,111.9,101.98,94.87,0
2022-23,MEM,LAL,102.8,110.0,112.7,110.3,100.18,99.04,1
2022-23,SAC,GSW,109.3,111.6,110.9,111.1,103.93,101.92,0
2022-23,ATL,BOS,114.3,118.8,116.1,112.9,101.67,95.83,0
2022-23,GSW,SAC,110.9,111.1,109.3,111.6,101.92,103.93,0
2022-23,LAL,MEM,112.7,110.3,102.8,110.0,99.04,100.18,1
2022-23,DEN,PHX,118.2,110.2,116.1,118.3,95.18,98.41,1
2022-23,NYK,MIA,107.7,107.8,113.8,111.9,92.73,94.87,0
